entry,Pointcloud_Map_ID,Pointcloud,row_num,MOD,depth,rot,timestamp,row_bc,depth_bc,rot_bc,Band_1_bc,Band_2_bc,Band_3_bc,Band_4_bc,Band_5_bc,Band_6_bc,Band_7_bc,Band_8_bc,Band_9_bc,Band_10_bc,Band_11_bc,Band_12_bc,Band_13_bc,Band_14_bc,Band_15_bc,Band_16_bc,Band_17_bc,Band_18_bc,Band_19_bc,Band_20_bc,Band_21_bc,Band_22_bc,Band_23_bc,Band_24_bc,Band_25_bc,Band_26_bc,Band_27_bc,Band_28_bc,Band_29_bc,Band_30_bc,Band_31_bc,Band_32_bc,Band_1_std1_MAX_SDT,Band_2_std1_MAX_SDT,Band_3_std1_MAX_SDT,Band_4_std1_MAX_SDT,Band_5_std1_MAX_SDT,Band_6_std1_MAX_SDT,Band_7_std1_MAX_SDT,Band_8_std1_MAX_SDT,Band_9_std1_MAX_SDT,Band_10_std1_MAX_SDT,Band_11_std1_MAX_SDT,Band_12_std1_MAX_SDT,Band_13_std1_MAX_SDT,Band_14_std1_MAX_SDT,Band_15_std1_MAX_SDT,Band_16_std1_MAX_SDT,Band_17_std1_MAX_SDT,Band_18_std1_MAX_SDT,Band_19_std1_MAX_SDT,Band_20_std1_MAX_SDT,Band_21_std1_MAX_SDT,Band_22_std1_MAX_SDT,Band_23_std1_MAX_SDT,Band_24_std1_MAX_SDT,Band_25_std1_MAX_SDT,Band_26_std1_MAX_SDT,Band_27_std1_MAX_SDT,Band_28_std1_MAX_SDT,Band_29_std1_MAX_SDT,Band_30_std1_MAX_SDT,Band_31_std1_MAX_SDT,Band_32_std1_MAX_SDT
843,16,Pointcloud_2019_07_04_10_59_16,1685,1,90.118,7,3645082642.846,1685,90.118,7,0.1096,21.0034,0.0977999999999994,0,1.62899999999999,1.2744,7.44200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.826,34.9263999999999,0,49.8624,0,28.9632,45.5986,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
844,16,Pointcloud_2019_07_04_10_59_16,1687,1,90.117,7,3645082642.87,1687,90.117,7,0,10.0072,18.0995428571429,0,17.632,15.2752,0.450285714285712,30.3854857142858,0,0,0,0,0,0,0,0,0,7.80079999999998,0,0,0,0,0,7.94834285714285,0,18.8649142857142,4.66342857142865,0,10.6088,37.2862857142857,0,15.3326857142857,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
845,16,Pointcloud_2019_07_04_10_59_16,1689,1,90.116,7,3645082642.897,1689,90.116,7,0.112571428571428,0,2.10128571428572,11.1675714285714,0,0,0,29.4095714285714,0,0,0,0,0,0,0,0,0,15.8290000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
846,16,Pointcloud_2019_07_04_10_59_16,1691,1,90.115,7,3645082642.92,1691,90.115,7,27.1140571428571,7.0148,0,0,19.638,9.27679999999999,28.4668571428571,0,0,0,0,0,0,0,68.0984571428571,0,0,0,0,26.4815428571429,0,0,25.8577142857143,0,0,43.8699428571429,0,0,44.6292,0,39.0763999999999,70.3584571428571,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
847,16,Pointcloud_2019_07_04_10_59_16,1693,1,90.114,7,3645082642.944,1693,90.114,7,17.1155428571429,17.0186,0,3.16854285714286,11.641,29.2776,0,36.4577428571429,0,0,0,0,0,0,0,0,0,0,13.6047428571428,0,0,0,0,0,0,0,0,0,31.6394,8.29314285714281,12.0798,4.37134285714285,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
848,16,Pointcloud_2019_07_04_10_59_16,1695,1,90.127,7,3645082642.968,1695,90.127,7,20.1170285714286,10.0224,0,22.1690285714286,0,0,0,0,0,8.65234285714291,0,0,0,0,0,0,0,0,0,0,5.74582857142855,12.6546285714286,0,22.0361142857142,0,0,0,21.0180571428572,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
849,16,Pointcloud_2019_07_04_10_59_16,1697,1,90.126,7,3645082642.993,1697,90.126,7,18.1185142857143,0,11.1082571428571,0,12.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8894285714287,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
850,16,Pointcloud_2019_07_04_10_59_16,1699,1,90.125,7,3645082643.017,1699,90.125,7,28.12,8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
851,16,Pointcloud_2019_07_04_10_59_16,1701,1,90.124,7,3645082643.041,1701,90.124,7,1.12148571428571,0,0,0,0,11.2808,13.5082857142857,22.5540857142857,0,0,0,0,0,0,0,0,0,0,0,2.61711428571425,13.7970857142857,0,0,0,0,0,9.76442857142865,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
852,16,Pointcloud_2019_07_04_10_59_16,1703,1,90.124,7,3645082643.065,1703,90.124,7,0.122971428571429,0,8.11348571428572,17.1709714285714,8.65599999999999,7.2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7253714285714,5.92114285714285,0,0,110.885028571429,0,1.06194285714287,0,0,59.0968,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
853,16,Pointcloud_2019_07_04_10_59_16,1705,1,90.123,7,3645082643.091,1705,90.123,7,0,0,7.11522857142857,28.1714571428571,7.65899999999999,0,0,0,0,0,0,0,0,0,28.4686571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1002,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
854,16,Pointcloud_2019_07_04_10_59_16,1707,1,90.122,7,3645082643.115,1707,90.122,7,27.1259428571429,22.0452,28.1169714285714,4.17194285714286,22.662,0,11.5331428571428,0,0,0,0,0,11.9123428571429,0,0,0,0,0,0,0,0,0,30.9422857142857,0,0,48.8900571428571,0,0,46.7108,2.30914285714289,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
855,16,Pointcloud_2019_07_04_10_59_16,1709,1,90.122,7,3645082643.14,1709,90.122,7,5.12742857142857,5.049,4.11871428571429,0,0,0,0,0,0,0,0,0,0,0,37.5744285714286,0,0,0,49.8054285714286,0,21.8654285714285,0,0,0,0,3.89257142857139,0,0,0,0,13.107,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
856,16,Pointcloud_2019_07_04_10_59_16,1711,1,90.138,7,3645082643.164,1711,90.138,7,19.1289142857143,0,5.12045714285714,0,1.66799999999999,0,3.54971428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79611428571434,5.96342857142861,0,33.3774857142857,11.8950857142858,0,0,100.7312,0,13.1104,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
857,16,Pointcloud_2019_07_04_10_59_16,1713,1,90.136,7,3645082643.189,1713,90.136,7,0,0,15.1222,10.1734,0,0,0.557999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3954,13.8976,73.851,0,36.7414,0,136.1138,27.5002,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
858,16,Pointcloud_2019_07_04_10_59_16,1715,1,90.135,7,3645082643.213,1715,90.135,7,0,0,0,0,0,0,0,7.72268571428572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4133142857143,87.9001142857143,0,0,31.7516,0,0,5.51308571428569,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
859,16,Pointcloud_2019_07_04_10_59_16,1717,1,90.134,7,3645082643.237,1717,90.134,7,0,0,12.1256857142857,13.1743714285714,36.677,78.2872,8.57457142857143,14.7467714285715,0,0,0,72.7656,0,0,0,0,0,0,11.9057714285714,0,23.9337714285714,0,12.9951428571429,0,0,81.9026285714285,81.8798571428572,32.1387428571429,59.7618,17.3205714285714,92.1206,28.5259714285714,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
860,16,Pointcloud_2019_07_04_10_59_16,1719,1,90.132,7,3645082643.263,1719,90.132,7,0,0,2.12742857142857,0,0,0,0,1.77085714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.9051428571429,0,60.1497142857144,46.7720000000001,16.3228571428572,12.124,18.5388571428571,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
861,16,Pointcloud_2019_07_04_10_59_16,1721,1,90.131,7,3645082643.287,1721,90.131,7,13.1363428571429,3.0718,33.1291714285714,17.1753428571429,3.68299999999999,12.2888,42.5911428571428,55.7949428571429,0,0,0,0,0,0,0,11.9655428571429,0,0,0,0,16.9679428571428,46.8845428571428,0,13.3213714285714,3.46705714285713,32.9076571428572,11.9087142857143,72.1606857142857,0,0,35.1274,28.5517428571428,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
862,16,Pointcloud_2019_07_04_10_59_16,1723,1,90.13,7,3645082643.311,1723,90.13,7,0,5.0756,12.1309142857143,1.17582857142857,0.685999999999993,0,0,50.8190285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
863,16,Pointcloud_2019_07_04_10_59_16,1725,1,90.128,7,3645082643.335,1725,90.128,7,7.13931428571429,3.0794,0,0,16.689,20.2904,41.6077142857143,40.8431142857143,0,0,0,0,0,0,0,0,0,0,0,11.9424857142857,0,0,0,0,0,18.9126857142857,0,62.1826285714286,6.80260000000004,15.3297142857143,79.1342,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
864,16,Pointcloud_2019_07_04_10_59_16,1727,1,90.147,7,3645082643.361,1727,90.147,7,42.1408,5.0832,0,16.1768,0,1.2912,0,0,0,0,0,97.0575999999999,0,0,0,0,0,0,0,0,0,0,0,54.3872,0,8.91520000000003,0,64.1936000000001,0,0,30.1376,8.59039999999993,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
865,16,Pointcloud_2019_07_04_10_59_16,1729,1,90.146,7,3645082643.384,1729,90.146,7,15.1422857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.9177142857143,13.9664285714287,0,0,0,0,16.6032857142857,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
866,16,Pointcloud_2019_07_04_10_59_16,1731,1,90.145,7,3645082643.409,1731,90.145,7,12.1437714285714,17.0908,13.1378857142857,15.1777714285714,0,0,0,50.9153714285715,0,0,0,0,0,0,2.1561714285715,0,0,0,0,0,63.0533714285714,0,0,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
867,16,Pointcloud_2019_07_04_10_59_16,1733,1,90.144,7,3645082643.433,1733,90.144,7,39.1452571428572,0,6.13962857142857,7.17825714285714,9.70099999999999,0,0,0,0,0,6.48822857142864,2.2328,0,0,0,0,0,14.4494,17.1064571428572,0,21.0704571428571,0,57.0797142857143,0,0,3.92274285714291,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
868,16,Pointcloud_2019_07_04_10_59_16,1735,1,90.143,7,3645082643.458,1735,90.143,7,0,0,13.1413714285714,0,0,0,4.64914285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08754285714281,0,13.0902857142858,0,0,0,7.00971428571438,0,28.8536,0,14.1512,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
869,16,Pointcloud_2019_07_04_10_59_16,1737,1,90.141,7,3645082643.482,1737,90.141,7,8.14822857142857,0,2.14311428571429,0,4.70699999999999,1.29519999999999,9.65742857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1008571428572,0,0,0,4.02414285714292,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
870,16,Pointcloud_2019_07_04_10_59_16,1739,1,90.14,7,3645082643.508,1739,90.14,7,31.1497142857143,11.106,6.14485714285714,7.17971428571428,15.71,2.29600000000001,0,15.0117142857143,0,0,0,0,0,45.556,0,0,11.8191428571429,21.534,46.1817142857143,0,1.12171428571423,36.0437142857143,0,0,0,22.9302857142857,0,0,22.874,0,26.158,20.6677142857143,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
871,16,Pointcloud_2019_07_04_10_59_16,1741,1,90.139,7,3645082643.532,1741,90.139,7,10.1512,5.1098,12.1466,8.1802,19.713,29.2968,43.674,59.0358,0,0,56.7583999999999,47.4664,0,0,0,0,0,65.5622,38.2067999999999,18.1594,63.1388,0,26.1220000000001,0,55.6462,22.9328,0,0,15.8842,26.348,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
872,16,Pointcloud_2019_07_04_10_59_16,1743,1,90.138,7,3645082643.556,1743,90.138,7,25.1526857142857,3.1136,41.1483428571429,17.1806857142857,45.716,21.2976,20.6822857142857,0,0,0,20.825942857143,0,0,0,0,0,0,0,0,0,0,0,62.1325714285715,0,0,71.9353142857143,28.0674285714287,0,21.8944,53.3502857142858,105.1648,8.69348571428566,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
873,16,Pointcloud_2019_07_04_10_59_16,1745,1,90.154,7,3645082643.58,1745,90.154,7,0,0,0,0,0,7.2984,20.6905714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
874,16,Pointcloud_2019_07_04_10_59_16,1747,1,90.153,7,3645082643.605,1747,90.153,7,8.15565714285714,30.1212,17.1518285714286,6.18165714285714,17.722,9.2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1900571428571,15.1144571428572,0,0,0,0,11.0962857142857,0.30331428571435,0,0,0,0,11.4426104247822,16.4725360659628,11.3841995766062,15.7342513856448,23.3068897777269,21.321871921157,21.3551971296086,71.3589517860232,94.6406067417387,115.786201442333,86.9227626497609,93.0373879446084,88.177913586365,78.7200383920412,67.3709465900877,51.8287779348715,58.9086863996587,42.6479125449821,59.28096940278,59.6266159808968,68.572427241405,63.0806362259185,51.5833737210397,69.6374739474212,46.7047463683653,54.8448316211797,68.7928452352101,59.3898607133873,49.9164858093552,53.242109483211,41.110825824836,53.9732444004537
